"sovereign_iso3","sovereign","rcp","scenario","b1","b2","c1","c2","p1","p2","msy_tot1","msy_tot2","bbmsy_avg1","bbmsy_avg2","bbmsy_prop1","bbmsy_prop2","b_pdiff","c_pdiff","p_pdiff","bbmsy_prop_diff"
"BEN","Benin","RCP85","Full Adaptation",101720.007784125,58209.1455201003,8666.88449315025,4067.20702147992,5724690.46518261,2638543.76841887,12713.5998985527,4407.96245470871,1.03700257963677,1.2683564212956,0.623748395378691,0.965468549422336,-37.009760268083,-57.8114538311631,-42.3051246559863,0.537740693196406
"BEN","Benin","RCP85","Imperfect Full Adaptation",96310.8932766991,54196.5345821147,7820.74871995162,2792.55015894866,5232593.20380759,735850.781924178,12713.5998985527,4407.96245470871,0.972539830698647,1.12704238896564,0.520539152759949,0.703594351732991,-41.3519529368853,-71.0332838512041,-83.9097536894939,0.27586649550706
"BEN","Benin","RCP85","Imperfect Productivity Only",88400.4609346177,24113.414969168,11921.5419128691,3191.25407148224,6662279.88466261,192934.899399926,12713.5998985527,4407.96245470871,0.94739518914955,0.787200174133585,0.483311938382542,0.319383825417202,-73.905994047987,-66.8975862255891,-95.7812505884415,-0.108344030808729
"BEN","Benin","RCP85","No Adaptation",92409.785655421,26181.9978834987,9640.54794683636,4013.8596042598,4573272.32737082,1413168.86424088,12713.5998985527,4407.96245470871,0.973964342951731,0.668212079485344,0.427727856225931,0.189730423620026,-71.6675050182169,-58.3648188215589,-69.099393976975,-0.237997432605905
"BEN","Benin","RCP85","Productivity Only",89282.8367504099,21892.5564360966,11800.9407405448,3617.89181858299,6676775.02026737,555013.94208428,12713.5998985527,4407.96245470871,0.961600545524156,0.812647100715559,0.508215661103979,0.381514762516046,-76.3092660795363,-62.4721350017222,-87.8639647422143,-0.0462130937098845
"BEN","Benin","RCP85","Range Shift Only",95692.8915124047,43574.4397782696,8473.77450369961,3459.83601413501,3554469.14133327,1649292.98159638,12713.5998985527,4407.96245470871,1.00493500808418,0.97023916145234,0.451476251604621,0.472528883183569,-52.8465091989818,-64.1116248452414,-63.9362613128145,0.044801026957638
"BGD","Bangladesh","RCP26","Full Adaptation",710866.181634965,820031.212623184,60439.6544649298,51217.6970610116,59760323.1563938,48442992.5887603,49948.3534649288,52731.4001949601,1.04949732498778,1.23306141144784,0.637227214377407,0.963543003851091,-4.21466879739976,32.9211121955081,10.2699825218077,0.524261874197689
"BGD","Bangladesh","RCP26","Imperfect Full Adaptation",521795.751266419,775178.492537985,84746.4832432983,17627.5446663187,57129774.427509,11348233.5334786,49948.3534649288,52731.4001949601,0.983541541742088,1.10618837993878,0.533632862644416,0.709370988446727,-9.45377748322058,-54.2526709170082,-74.1682037686412,0.270089858793325
"BGD","Bangladesh","RCP26","Imperfect Productivity Only",524493.457945923,714851.043637938,84242.483761999,21817.4507710009,58146097.5429858,13557030.5346669,49948.3534649288,52731.4001949601,0.956160330538209,0.885954227312233,0.491784338896021,0.458536585365854,-16.5004417864174,-43.3789493054005,-69.1403557002343,0.0192554557124519
"BGD","Bangladesh","RCP26","No Adaptation",856113.563869916,861272.809414132,38532.4018246835,35135.3255983682,43931259.8777096,25948236.7618311,49948.3534649288,52731.4001949601,0.991788876796463,0.788873094644747,0.439281129653402,0.303080872913992,0.602635650449764,-8.8161548864031,-40.9344579826241,-0.136200256739409
"BGD","Bangladesh","RCP26","Productivity Only",681262.968095532,746437.916610501,65980.333565801,49531.8654208535,64886065.955721,38737962.9167923,49948.3534649288,52731.4001949601,1.00287083876944,0.962287179957259,0.564313222079589,0.634017971758665,-12.8108760201912,28.5460108254237,-11.8214159470357,0.194736842105263
"BGD","Bangladesh","RCP26","Range Shift Only",873143.183648086,972770.296686587,32557.9163896798,34374.8816537159,34629614.3897872,31381515.1690799,49948.3534649288,52731.4001949601,1.01492361321548,0.948083022907076,0.457894736842105,0.457637997432606,13.6263152156291,-10.7896730390276,-28.5667762398895,0.0183568677792041
"BGD","Bangladesh","RCP45","Full Adaptation",725467.281539692,807307.062798595,61377.9445262778,50708.8248016078,61067701.9114975,47568999.0731593,51045.9178881349,52129.6020143463,1.03931191673005,1.22916065539399,0.626315789473684,0.965596919127086,1.40507112984967,-12.2143583815036,-7.99326525739274,0.533761232349166
"BGD","Bangladesh","RCP45","Imperfect Full Adaptation",534651.366644536,761670.044197271,85797.2415451928,17343.9702608351,58230075.122899,9961779.95717881,51045.9178881349,52129.6020143463,0.974586723268457,1.09853268623418,0.523363286264442,0.694351732991014,-4.32735130354123,-69.9746234799104,-80.7321813798362,0.262516046213094
"BGD","Bangladesh","RCP45","Imperfect Productivity Only",560306.881616784,595973.759824218,84127.2574498051,29988.4739988451,63797892.2091839,9220498.94907603,51045.9178881349,52129.6020143463,0.954607661657517,0.882126985063351,0.490885750962773,0.448908857509628,-25.1403037439104,-48.0848266263756,-82.1659480432329,0.0170731707317073
"BGD","Bangladesh","RCP45","No Adaptation",796120.996517852,679462.349776184,57764.3722443597,37221.9903617189,51701649.0219282,26837111.0954062,51045.9178881349,52129.6020143463,0.981932740422421,0.767031241313666,0.43183568677792,0.286649550706033,-14.6533814899896,-35.5623736301342,-48.0923498513099,-0.145186136071887
"BGD","Bangladesh","RCP45","Productivity Only",636749.934358584,620305.063310672,75481.9423117127,43936.5395631942,67209343.8857863,25535388.6912552,51045.9178881349,52129.6020143463,0.991933438792854,0.948020296770293,0.552631578947368,0.615019255455712,-22.084071890602,-23.9383414791905,-50.6101078508639,0.183183568677792
"BGD","Bangladesh","RCP45","Range Shift Only",887757.601915959,968474.851743893,33593.8270607692,33963.2166205661,36061760.3009685,31134063.3270644,51045.9178881349,52129.6020143463,1.00685620485249,0.95005531062617,0.453530166880616,0.463286264441592,21.6492035733134,-41.2038678843561,-39.7812953434822,0.0314505776636714
"BGD","Bangladesh","RCP60","Full Adaptation",715154.641467791,824075.582027293,60686.2748398171,51318.432561343,60150855.9048238,48544673.5175763,50257.4013783143,52858.1741233853,1.04357927556928,1.23464651734759,0.632734274711168,0.966367137355584,0.377576182173356,-0.0158308721014183,-12.947763920772,0.531707317073171
"BGD","Bangladesh","RCP60","Imperfect Full Adaptation",525053.277799188,775825.425347192,85084.9585750738,17854.6557264653,57303709.8927181,11302992.8639925,50257.4013783143,52858.1741233853,0.978390273562922,1.10486783400233,0.527727856225931,0.705519897304236,-5.49959562534926,-65.2136117808857,-79.7310243966961,0.270860077021823
"BGD","Bangladesh","RCP60","Imperfect Productivity Only",536619.409593246,587059.076383463,83721.8901819004,31058.2914692625,60210158.5223275,12650825.4081529,50257.4013783143,52858.1741233853,0.957154907936583,0.881251836944874,0.493453145057766,0.454557124518614,-28.4925212586073,-39.4888481175964,-77.314037561116,0.0198973042362003
"BGD","Bangladesh","RCP60","No Adaptation",820975.773046854,648436.744980654,51326.5580030945,37820.2889443556,55764993.1856946,20135086.0230278,50257.4013783143,52858.1741233853,0.985280309704309,0.750557317137501,0.434659820282413,0.268806161745828,-21.0163361369195,-26.3143869065302,-63.8929642545119,-0.165853658536585
"BGD","Bangladesh","RCP60","Productivity Only",605386.215745061,617712.198517475,76327.0623390627,43727.2211451092,64194228.4936983,28258913.4379265,50257.4013783143,52858.1741233853,0.99121515080089,0.940434252032984,0.550834403080873,0.596662387676508,-24.7587786634697,-14.8058571500687,-49.3249943672982,0.162002567394095
"BGD","Bangladesh","RCP60","Range Shift Only",877071.264784849,975894.17601357,32868.8425836288,34546.9854890385,35056799.6438573,31524720.2187513,50257.4013783143,52858.1741233853,1.01043973889044,0.951915173703341,0.454942233632863,0.465468549422336,18.8700334471227,-32.6917938137296,-43.4686199749446,0.030808729139923
"BGD","Bangladesh","RCP85","Full Adaptation",733557.171524252,811462.634109431,61953.2911951899,50750.8705443408,61873607.4678645,47642707.3186507,51683.0993616577,52144.1588055526,1.03700257963677,1.2683564212956,0.623748395378691,0.965468549422336,0.799452170432551,-13.8280857129833,-11.5039289990288,0.537740693196406
"BGD","Bangladesh","RCP85","Imperfect Full Adaptation",542281.582571896,762546.558739107,86495.1067344827,17539.2268925241,59204003.6200131,9849991.86612226,51683.0993616577,52144.1588055526,0.972539830698647,1.12704238896564,0.520539152759949,0.703594351732991,-5.2768764150082,-70.2194516028522,-81.7036934170593,0.27586649550706
"BGD","Bangladesh","RCP85","Imperfect Productivity Only",563491.242328393,516107.189940702,86616.2188783144,33214.1667198864,66347902.4899013,6592364.72592136,51683.0993616577,52144.1588055526,0.94739518914955,0.787200174133585,0.483311938382542,0.319383825417202,-35.8894423224564,-43.6043500928697,-87.7547181996298,-0.108344030808729
"BGD","Bangladesh","RCP85","No Adaptation",805026.829647252,528396.72587957,58894.9090480949,51690.4840629308,53835957.6642988,34817102.9834059,51683.0993616577,52144.1588055526,0.973964342951731,0.668212079485344,0.427727856225931,0.189730423620026,-34.3628427749291,-12.2326786841301,-35.3274196392817,-0.237997432605905
"BGD","Bangladesh","RCP85","Productivity Only",582533.627613795,510519.498942147,83005.2946335101,37613.4929279673,64761135.485362,10802769.9676642,51683.0993616577,52144.1588055526,0.961600545524156,0.812647100715559,0.508215661103979,0.381514762516046,-36.5835422943794,-36.1345597846984,-79.9339132499021,-0.0462130937098845
"BGD","Bangladesh","RCP85","Range Shift Only",896281.605000637,974301.413879475,34203.8931500714,34173.5406121643,36986711.3192531,31353863.8455493,51683.0993616577,52144.1588055526,1.00493500808418,0.97023916145234,0.451476251604621,0.472528883183569,21.0271978520761,-41.9753911424544,-41.760367594721,0.044801026957638
"BGR","Bulgaria","RCP26","Full Adaptation",229178.80545647,429916.432760973,15262.1657810625,35567.8445630889,11085865.9819924,17743356.8914625,34866.8976955058,36509.4740233112,1.04949732498778,1.23306141144784,0.637227214377407,0.963543003851091,125.20931285121,59.1468291742187,72.6323279089522,0.524261874197689
"BGR","Bulgaria","RCP26","Imperfect Full Adaptation",225019.961336804,332472.942205608,13913.5355849341,30906.4219998243,10233592.0340524,7042340.09392572,34866.8976955058,36509.4740233112,0.983541541742088,1.10618837993878,0.533632862644416,0.709370988446727,74.1640866688504,38.2894893635687,-31.4822120877299,0.270089858793325
"BGR","Bulgaria","RCP26","Imperfect Productivity Only",206521.845026144,168720.417594221,20424.0204126186,22401.2417371363,11135559.0436227,1956131.21743508,34866.8976955058,36509.4740233112,0.956160330538209,0.885954227312233,0.491784338896021,0.458536585365854,-11.6167552230092,0.233416891675607,-80.9680046551013,0.0192554557124519
"BGR","Bulgaria","RCP26","No Adaptation",190896.383154904,185436.881716874,22349.0752204385,26064.8511722418,10278119.4613911,8364516.2976407,34866.8976955058,36509.4740233112,0.991788876796463,0.788873094644747,0.439281129653402,0.303080872913992,-2.85992921804048,16.626083697661,-18.6182226324446,-0.136200256739409
"BGR","Bulgaria","RCP26","Productivity Only",205602.377096226,198827.626140319,22976.3861377602,28580.7081121809,12906902.8497919,11122676.4496555,34866.8976955058,36509.4740233112,1.00287083876944,0.962287179957259,0.564313222079589,0.634017971758665,4.15473716910572,27.8831800881119,8.21703806262303,0.194736842105263
"BGR","Bulgaria","RCP26","Range Shift Only",199755.068999057,247733.269048898,20009.8669087336,28231.3864787116,8530495.51775905,11161896.3424376,34866.8976955058,36509.4740233112,1.01492361321548,0.948083022907076,0.457894736842105,0.457637997432606,29.7736840031556,26.320155085852,8.59862433362804,0.0183568677792041
"BGR","Bulgaria","RCP45","Full Adaptation",226422.949337567,423495.021730915,15238.5544831182,34147.3955891642,11060049.4530383,17331263.6961329,34848.7664434164,34836.8979039399,1.03931191673005,1.22916065539399,0.626315789473684,0.965596919127086,120.765158907106,54.709032301084,69.0239880210213,0.533761232349166
"BGR","Bulgaria","RCP45","Imperfect Full Adaptation",222349.20989879,323371.215958997,13854.9900827196,29355.4025161767,10180661.824808,6876267.37897893,34848.7664434164,34836.8979039399,0.974586723268457,1.09853268623418,0.523363286264442,0.694351732991014,68.5712799772464,32.9983103463282,-32.9388695786098,0.262516046213094
"BGR","Bulgaria","RCP45","Imperfect Productivity Only",210861.923661488,176138.166288744,18531.5100541831,28874.7705887209,12555421.8982223,8150801.32493877,34848.7664434164,34836.8979039399,0.954607661657517,0.882126985063351,0.490885750962773,0.448908857509628,-8.18033678079871,30.8207474866503,-20.5089155838317,0.0170731707317073
"BGR","Bulgaria","RCP45","No Adaptation",191830.551445445,155277.188796146,22072.0116216026,25787.5225603688,10253730.1947801,7410517.72329142,34848.7664434164,34836.8979039399,0.981932740422421,0.767031241313666,0.43183568677792,0.286649550706033,-19.0550266231677,16.8335854586527,-27.7285672382531,-0.145186136071887
"BGR","Bulgaria","RCP45","Productivity Only",206533.614050277,182309.894777832,20168.8835427246,29504.0324951835,13199336.6372687,9028972.25741904,34848.7664434164,34836.8979039399,0.991933438792854,0.948020296770293,0.552631578947368,0.615019255455712,-4.96305546529225,33.6716969934309,-11.9445110617844,0.183183568677792
"BGR","Bulgaria","RCP45","Range Shift Only",197932.577196323,248101.477184882,19815.178704634,26517.7027523855,8518960.23847251,10699456.3045734,34848.7664434164,34836.8979039399,1.00685620485249,0.95005531062617,0.453530166880616,0.463286264441592,29.3336620863753,20.1417578379299,4.34696545867958,0.0314505776636714
"BGR","Bulgaria","RCP60","Full Adaptation",228130.643393137,425183.343521719,15249.8691999961,34027.313694225,11073212.3391019,17279886.7281409,34856.7877666857,34828.38358601,1.04357927556928,1.23464651734759,0.632734274711168,0.966367137355584,122.215467806308,52.9987613958918,66.9619106100153,0.531707317073171
"BGR","Bulgaria","RCP60","Imperfect Full Adaptation",223974.207677406,335033.129673979,13893.4999177178,29143.0733008153,10210750.2597128,7013006.39764075,34856.7877666857,34828.38358601,0.978390273562922,1.10486783400233,0.527727856225931,0.705519897304236,75.0998593323583,31.0375000025692,-32.238852852924,0.270860077021823
"BGR","Bulgaria","RCP60","Imperfect Productivity Only",215979.591656811,225065.02443963,17191.437416209,34386.42976217,12070219.4501046,11713523.4524701,34856.7877666857,34828.38358601,0.957154907936583,0.881251836944874,0.493453145057766,0.454557124518614,17.6267378642878,54.6134734500576,13.1785344642736,0.0198973042362003
"BGR","Bulgaria","RCP60","No Adaptation",191338.320288453,167633.984295225,22240.2543548556,26624.4447051383,10349598.0999539,8622195.26756759,34856.7877666857,34828.38358601,0.985280309704309,0.750557317137501,0.434659820282413,0.268806161745828,-12.3887028784891,19.712860654966,-16.6905305472105,-0.165853658536585
"BGR","Bulgaria","RCP60","Productivity Only",213413.607514074,226725.937158002,18602.2070938929,36166.0923023074,12737374.4638251,13530148.5603076,34856.7877666857,34828.38358601,0.99121515080089,0.940434252032984,0.550834403080873,0.596662387676508,18.4947880885544,62.6154616995708,30.7311494575608,0.162002567394095
"BGR","Bulgaria","RCP60","Range Shift Only",199046.455338963,246764.318039489,19924.11396021,26366.4600850385,8532892.68466938,10588021.2962878,34856.7877666857,34828.38358601,1.01043973889044,0.951915173703341,0.454942233632863,0.465468549422336,28.9675364911107,18.5528711333375,2.30369521628997,0.030808729139923
"BGR","Bulgaria","RCP85","Full Adaptation",225416.104269834,428472.825459935,15226.9346751923,34218.3166037988,11049065.7592041,17358236.0192035,34846.4975379035,34822.5478720055,1.03700257963677,1.2683564212956,0.623748395378691,0.965468549422336,125.398173168212,52.7056126780459,63.1095167898285,0.537740693196406
"BGR","Bulgaria","RCP85","Imperfect Full Adaptation",221308.059100792,318708.326106433,13842.8844201933,29622.1816256364,10165914.5978125,6726671.58092387,34846.4975379035,34822.5478720055,0.972539830698647,1.12704238896564,0.520539152759949,0.703594351732991,67.656547181907,32.1945040832597,-36.7917252677897,0.27586649550706
"BGR","Bulgaria","RCP85","Imperfect Productivity Only",210037.515933092,169564.722135259,18435.4067643347,30345.9848312979,12635390.3245675,8963521.08907854,34846.4975379035,34822.5478720055,0.94739518914955,0.787200174133585,0.483311938382542,0.319383825417202,-10.8004607712593,35.4246107322411,-15.7728013400912,-0.108344030808729
"BGR","Bulgaria","RCP85","No Adaptation",190095.961931409,149121.724244265,22408.0281030288,26717.8443841858,10642074.3319166,7860511.98718139,34846.4975379035,34822.5478720055,0.973964342951731,0.668212079485344,0.427727856225931,0.189730423620026,-21.5545018793869,19.2333580685507,-26.1374075953691,-0.237997432605905
