"rcp","scenario","scenario_short","sovereign_iso3","sovereign","msy_tot1","msy_tot2","c_tot","p_tot","bbmsy_avg2","bbmsy_good_prop","c_tot_rel","p_tot_rel","b_prop_diff"
"RCP 8.5","Productivity Only","Productivity","COD","Democratic Republic of the Congo",10528.3109740609,99.8996140325675,196072.307009745,56900518.6576465,0.792046475707812,0.38599076530111,-9.83069234758654,-39.3225599916972,0.177325866981039
"RCP 8.5","Range Shift Only","Range","COD","Democratic Republic of the Congo",10528.3109740609,99.8996140325675,162010.959450655,79094644.5940937,1.13184815547499,0.412319481284999,-25.4947510509847,-15.6552406628863,0.203654582964928
"RCP 2.6","Full Adaptation","Full","COG","République du Congo",25749.0468175856,2587.48150246119,515353.471114651,345896105.4589,1.18996560307642,0.911690332620113,1.02654054353283,44.4403611434829,0.609122738766777
"RCP 2.6","No Adaptation","BAU","COG","République du Congo",25749.0468175856,2587.48150246119,510116.914171265,239473304.2209,0.835036998141134,0.302567593853336,0,0,0
"RCP 2.6","Productivity Only","Productivity","COG","République du Congo",25749.0468175856,2587.48150246119,638414.951492941,332903060.8822,1.05318812195738,0.574401867340984,25.1507122695802,39.01468556809,0.271834273487648
"RCP 2.6","Range Shift Only","Range","COG","République du Congo",25749.0468175856,2587.48150246119,467316.130704717,225518089.914202,0.936902148246697,0.440575763470142,-8.39038704217095,-5.8274613749118,0.138008169616806
"RCP 4.5","Full Adaptation","Full","COG","République du Congo",25749.0468175856,20010.3454955185,1620283.34702634,805896322.45603,1.46551784688706,0.921623040576014,-1.42501133361545,-1246.85313216172,0.673066826670667
"RCP 4.5","No Adaptation","BAU","COG","République du Congo",25749.0468175856,20010.3454955185,1643706.34878792,-70270229.0167691,0.618366905366806,0.248556213905348,0,0,0
"RCP 4.5","Productivity Only","Productivity","COG","République du Congo",25749.0468175856,20010.3454955185,1874427.82036952,94500069.6276143,0.797007171604954,0.512412810320258,14.0366600002323,-234.480947265823,0.26385659641491
"RCP 4.5","Range Shift Only","Range","COG","République du Congo",25749.0468175856,20010.3454955185,1686917.21094927,374189606.886366,0.846175738808265,0.434185854646366,2.62886750989345,-632.500907030018,0.185629640741019
"RCP 6.0","Full Adaptation","Full","COG","République du Congo",25749.0468175856,2795.97893234866,1803294.26636967,876017536.709764,1.25776049743479,0.921913976869,-1.11522016954848,-780.965812213899,0.682969234258069
"RCP 6.0","No Adaptation","BAU","COG","République du Congo",25749.0468175856,2795.97893234866,1823631.77575114,-128643394.572443,0.726169904603875,0.238944742610931,0,0,0
"RCP 6.0","Productivity Only","Productivity","COG","République du Congo",25749.0468175856,2795.97893234866,2106578.55286492,65982717.7732732,0.957770984491701,0.487565197671782,15.5155651966655,-151.291182102721,0.248620455060851
"RCP 6.0","Range Shift Only","Range","COG","République du Congo",25749.0468175856,2795.97893234866,1860599.60836976,380832169.672242,0.880984594650867,0.437296847834303,2.02715444588003,-396.037096143157,0.198352105223373
"RCP 8.5","Full Adaptation","Full","COG","République du Congo",25749.0468175856,1569.86236296785,1048389.31859273,574925987.735684,1.81870490300838,0.909582352428285,-11.7158243691875,105.424467785696,0.711744703112739
"RCP 8.5","No Adaptation","BAU","COG","République du Congo",25749.0468175856,1569.86236296785,1187516.68812868,279872205.065397,0.553963183740933,0.197837649315546,0,0,0
"RCP 8.5","Productivity Only","Productivity","COG","République du Congo",25749.0468175856,1569.86236296785,1222855.55809897,215630776.698754,0.68484526047231,0.3366466126079,2.97586301932114,-22.9538436486153,0.138808963292353
"RCP 8.5","Range Shift Only","Range","COG","République du Congo",25749.0468175856,1569.86236296785,1053825.26267136,333349486.281709,0.969012537747723,0.450082831981864,-11.2580670902398,19.1077499831814,0.252245182666318
"RCP 2.6","Full Adaptation","Full","COL","Colombia",131372.112840791,143118.462054319,11869694.0922325,13509837600.7533,1.26181950339422,0.921520539546291,21.5297597146743,121.121640331808,0.652688972584742
"RCP 2.6","No Adaptation","BAU","COL","Colombia",131372.112840791,143118.462054319,9766903.2836895,6109685863.61827,0.62777852027642,0.268831566961549,0,0,0
"RCP 2.6","Productivity Only","Productivity","COL","Colombia",131372.112840791,143118.462054319,11461077.346493,7789784456.0586,0.824067682324912,0.539414907593939,17.3460718673514,27.4989357872706,0.27058334063239
"RCP 2.6","Range Shift Only","Range","COL","Colombia",131372.112840791,143118.462054319,8879138.40866323,8534464804.03815,0.837982634810512,0.414272575983183,-9.08952253585657,39.6874568438759,0.145441009021634
"RCP 4.5","Full Adaptation","Full","COL","Colombia",131372.112840791,135249.770299468,11804620.6078405,13444682191.1855,1.2883397840922,0.915963580508003,20.9350386302008,74.0867834047202,0.629215734289085
"RCP 4.5","No Adaptation","BAU","COL","Colombia",131372.112840791,135249.770299468,9761125.26323907,7722976970.58891,0.674095292663852,0.286747846218918,0,0,0
"RCP 4.5","Productivity Only","Productivity","COL","Colombia",131372.112840791,135249.770299468,11214193.6113898,8390192993.13011,0.883013384263996,0.611428953050912,14.8862790811947,8.63936309899839,0.324681106831994
"RCP 4.5","Range Shift Only","Range","COL","Colombia",131372.112840791,135249.770299468,8750020.06509687,8512247062.30335,0.843322048663232,0.405623205182431,-10.3584901420134,10.2197649264032,0.118875358963514
"RCP 6.0","Full Adaptation","Full","COL","Colombia",131372.112840791,116549.111242072,11368537.8440344,12979504311.6415,1.44760456259062,0.918256741019439,13.5621087201099,146.344158412005,0.674101943921885
"RCP 6.0","No Adaptation","BAU","COL","Colombia",131372.112840791,116549.111242072,10010854.8283951,5268850049.1794,0.61205753334569,0.244154797097554,0,0,0
"RCP 6.0","Productivity Only","Productivity","COL","Colombia",131372.112840791,116549.111242072,11872955.607728,7518516356.92582,0.813855147932077,0.527613544746036,18.6008169257561,42.697482121299,0.283458747648482
"RCP 6.0","Range Shift Only","Range","COL","Colombia",131372.112840791,116549.111242072,9128182.60859313,8450288711.79218,0.896042833868309,0.414113589536863,-8.81715133155551,60.3820308590539,0.169958792439308
"RCP 8.5","Full Adaptation","Full","COL","Colombia",131372.112840791,73869.9689699232,10734366.7940097,11924311532.6017,2.23037182005842,0.913326584142469,-4.90288323079127,68.2573809506185,0.744581473471078
"RCP 8.5","No Adaptation","BAU","COL","Colombia",131372.112840791,73869.9689699232,11287794.1610585,7086947071.93934,0.602990332953268,0.168745110671391,0,0,0
"RCP 8.5","Productivity Only","Productivity","COL","Colombia",131372.112840791,73869.9689699232,10142623.670582,4481779777.14649,0.72816197701506,0.306911785007593,-10.1452106065788,-36.7600783291859,0.138166674336202
"RCP 8.5","Range Shift Only","Range","COL","Colombia",131372.112840791,73869.9689699232,8447074.47537941,7769371837.73556,1.1310347007284,0.440844875983618,-25.1662959577984,9.62931935103994,0.272099765312227
"RCP 2.6","Full Adaptation","Full","COM","Comoro Islands",14020.1293488545,14032.273555842,1218513.21624652,1272281673.45958,1.20159346410104,0.929069432440219,48.0538897245289,152.452394017233,0.606453471622011
"RCP 2.6","No Adaptation","BAU","COM","Comoro Islands",14020.1293488545,14032.273555842,823020.062839083,503968947.655426,0.698686384418292,0.322615960818208,0,0,0
"RCP 2.6","Productivity Only","Productivity","COM","Comoro Islands",14020.1293488545,14032.273555842,1216240.00701705,1257891111.79966,1.091739548706,0.817458945548833,47.7776863447924,149.596947917455,0.494842984730625
"RCP 2.6","Range Shift Only","Range","COM","Comoro Islands",14020.1293488545,14032.273555842,821567.498622973,509669342.595041,0.745894449091914,0.355632382598675,-0.176491957085425,1.13110043111471,0.0330164217804667
"RCP 4.5","Full Adaptation","Full","COM","Comoro Islands",14020.1293488545,14027.4589525512,1219618.59996652,1273311181.25104,1.20542962788212,0.927801786228753,48.176506259207,149.031164679764,0.60558916738692
"RCP 4.5","No Adaptation","BAU","COM","Comoro Islands",14020.1293488545,14027.4589525512,823085.002310034,511305957.585038,0.705046967864005,0.322212618841832,0,0,0
"RCP 4.5","Productivity Only","Productivity","COM","Comoro Islands",14020.1293488545,14027.4589525512,1219136.63813381,1264851141.82152,1.10754852620494,0.834917891097666,48.1179507234654,147.376570340696,0.512705272255834
"RCP 4.5","Range Shift Only","Range","COM","Comoro Islands",14020.1293488545,14027.4589525512,821091.848429018,515285295.98448,0.747462940623279,0.354768078363584,-0.242156505758521,0.77826951562185,0.0325554595217517
"RCP 6.0","Full Adaptation","Full","COM","Comoro Islands",14020.1293488545,13707.9481923834,1203430.45014014,1253701850.32127,1.21521682285606,0.928699266785982,45.7912736135189,151.806899814623,0.620114312106691
"RCP 6.0","No Adaptation","BAU","COM","Comoro Islands",14020.1293488545,13707.9481923834,825447.518436761,497882246.77093,0.686374396939474,0.308584954679291,0,0,0
"RCP 6.0","Productivity Only","Productivity","COM","Comoro Islands",14020.1293488545,13707.9481923834,1197066.13569079,1173156635.62598,1.07869704761126,0.803995150395474,45.0202597928695,135.629336702527,0.495410195716183
"RCP 6.0","Range Shift Only","Range","COM","Comoro Islands",14020.1293488545,13707.9481923834,820105.152405674,540636908.6615,0.75717355334065,0.355753132036257,-0.647208442906768,8.58730395949253,0.0471681773569655
"RCP 8.5","Full Adaptation","Full","COM","Comoro Islands",14020.1293488545,13585.6407321799,1209140.20323694,1262959138.25359,1.85623606763093,0.927459940996124,9.96643283385096,96.2827833648904,0.766009139816047
"RCP 8.5","No Adaptation","BAU","COM","Comoro Islands",14020.1293488545,13585.6407321799,1099553.90211106,643438571.943288,0.522185969174161,0.161450801180078,0,0,0
"RCP 8.5","Productivity Only","Productivity","COM","Comoro Islands",14020.1293488545,13585.6407321799,1020472.10739317,536205487.783194,0.713471236548426,0.363741539885463,-7.19217080363732,-16.6656288317054,0.202290738705386
"RCP 8.5","Range Shift Only","Range","COM","Comoro Islands",14020.1293488545,13585.6407321799,838731.390989765,529540013.572855,0.98922549219909,0.365419101058599,-23.7207571743899,-17.7015434474874,0.203968299878521
"RCP 2.6","Full Adaptation","Full","CPV","Cape Verde",154196.36551922,160760.109500807,13122322.0504508,6867313409.07868,1.27226040011956,0.921959141806992,17.3394738843973,81.164666709016,0.621591589024703
"RCP 2.6","No Adaptation","BAU","CPV","Cape Verde",154196.36551922,160760.109500807,11183211.9371687,3790647223.7817,0.682281126952142,0.300367552782289,0,0,0
"RCP 2.6","Productivity Only","Productivity","CPV","Cape Verde",154196.36551922,160760.109500807,12222650.4270998,4699644401.16558,0.864001107544184,0.580989828190444,9.2946328458326,23.9799992909136,0.280622275408155
"RCP 2.6","Range Shift Only","Range","CPV","Cape Verde",154196.36551922,160760.109500807,11149391.9408153,3240316242.2295,0.835230234226454,0.426446704846568,-0.302417557168086,-14.518127091847,0.126079152064279
"RCP 4.5","Full Adaptation","Full","CPV","Cape Verde",154196.36551922,160515.325722159,12254803.4988643,6594324264.64048,1.36602428287089,0.919655172413793,8.94880847915163,120.543784336909,0.61698275862069
"RCP 4.5","No Adaptation","BAU","CPV","Cape Verde",154196.36551922,160515.325722159,11248221.6831306,2990029523.8277,0.690464682996779,0.302672413793103,0,0,0
"RCP 4.5","Productivity Only","Productivity","CPV","Cape Verde",154196.36551922,160515.325722159,12527011.8704774,4258404979.88625,0.877498807651261,0.600775862068965,11.36882098674,42.4201649499043,0.298103448275862
"RCP 4.5","Range Shift Only","Range","CPV","Cape Verde",154196.36551922,160515.325722159,11241187.7005036,2461368392.50814,0.835505370798777,0.437844827586207,-0.0625341749581217,-17.6807997080507,0.135172413793103
"RCP 6.0","Full Adaptation","Full","CPV","Cape Verde",154196.36551922,160823.800555487,12305733.4501197,6615038094.21807,1.45611116106322,0.919144182849287,9.25498105375354,117.11670639326,0.63120811135934
"RCP 6.0","No Adaptation","BAU","CPV","Cape Verde",154196.36551922,160823.800555487,11263315.7146998,3046766047.67409,0.689571531706388,0.287936071489947,0,0,0
"RCP 6.0","Productivity Only","Productivity","CPV","Cape Verde",154196.36551922,160823.800555487,12517246.2778113,4277928236.70716,0.841527147552427,0.553359683794466,11.132872369679,40.4088193766288,0.26542361230452
"RCP 6.0","Range Shift Only","Range","CPV","Cape Verde",154196.36551922,160823.800555487,11242619.6604851,2546965922.17912,0.851059730023782,0.44285959786905,-0.183747439376971,-16.404283022535,0.154923526379103
"RCP 8.5","Full Adaptation","Full","CPV","Cape Verde",154196.36551922,123622.83447271,11271407.6377476,6236139508.64906,1.74772741533075,0.919276691469112,-5.19394111060958,144.311422985044,0.707475341754629
"RCP 8.5","No Adaptation","BAU","CPV","Cape Verde",154196.36551922,123622.83447271,11888910.6559085,2552537017.08037,0.54927122652007,0.211801349714483,0,0,0
"RCP 8.5","Productivity Only","Productivity","CPV","Cape Verde",154196.36551922,123622.83447271,11728756.6786973,1993086744.72773,0.662451795290681,0.362086866239834,-1.34708706160193,-21.9174205352976,0.15028551652535
"RCP 8.5","Range Shift Only","Range","CPV","Cape Verde",154196.36551922,123622.83447271,11110472.8201489,1532353827.6202,0.944305671293648,0.448174424640941,-6.54759597653052,-39.967419968196,0.236373074926458
"RCP 2.6","Full Adaptation","Full","CRI","Costa Rica",133891.50682612,135363.420697644,12172390.3095529,13249920347.0499,1.25657272804631,0.924646520654283,7.98523023283255,85.7389076835254,0.656667590795675
"RCP 2.6","No Adaptation","BAU","CRI","Costa Rica",133891.50682612,135363.420697644,11272273.3315541,7133626719.51643,0.623772823900112,0.267978929858608,0,0,0
"RCP 2.6","Productivity Only","Productivity","CRI","Costa Rica",133891.50682612,135363.420697644,11378627.1859538,5697822069.8813,0.84877610334005,0.566398669254228,0.943499605372811,-20.1272747522239,0.29841973939562
"RCP 2.6","Range Shift Only","Range","CRI","Costa Rica",133891.50682612,135363.420697644,9415345.39634016,9761458643.55032,0.786117400237599,0.387136124202939,-16.4734111797653,36.8372502144608,0.11915719434433
"RCP 4.5","Full Adaptation","Full","CRI","Costa Rica",133891.50682612,134889.92877551,12316662.6166327,13348592342.1504,1.26053234220949,0.915975218497621,4.73341315911905,42.9734592029728,0.637570527713243
"RCP 4.5","No Adaptation","BAU","CRI","Costa Rica",133891.50682612,134889.92877551,11760012.6312319,9336412797.56689,0.666779140597827,0.278404690784379,0,0,0
"RCP 4.5","Productivity Only","Productivity","CRI","Costa Rica",133891.50682612,134889.92877551,10890267.7651462,4667648655.14388,0.915366468554254,0.622745878968913,-7.39578173390601,-50.0059738536808,0.344341188184534
"RCP 4.5","Range Shift Only","Range","CRI","Costa Rica",133891.50682612,134889.92877551,9466307.89237625,9829366942.55231,0.789332871582607,0.381402810045359,-19.5042710478398,5.27990948637023,0.10299811926098
"RCP 6.0","Full Adaptation","Full","CRI","Costa Rica",133891.50682612,38853.7061503122,9700413.63129005,10459441897.8084,1.38109041973131,0.922173024523161,0.886361101199758,68.9158380044174,0.67574931880109
"RCP 6.0","No Adaptation","BAU","CRI","Costa Rica",133891.50682612,38853.7061503122,9615188.3420193,6192102541.3466,0.619585569917422,0.246423705722071,0,0,0
"RCP 6.0","Productivity Only","Productivity","CRI","Costa Rica",133891.50682612,38853.7061503122,10253746.8748317,6231617283.96607,0.864362714602437,0.556539509536785,6.64114430314214,0.638147420131004,0.310115803814714
"RCP 6.0","Range Shift Only","Range","CRI","Costa Rica",133891.50682612,38853.7061503122,7502007.02048642,7510831591.62643,0.832377583416845,0.395492733878292,-21.9775343588234,21.2969510997963,0.149069028156222
"RCP 8.5","Full Adaptation","Full","CRI","Costa Rica",133891.50682612,34695.8318525158,10325681.0383606,11022875130.9944,1.95341077415368,0.910882809700155,-7.17592610395546,34.485333017086,0.745191733365189
"RCP 8.5","No Adaptation","BAU","CRI","Costa Rica",133891.50682612,34695.8318525158,11123925.7284964,8196339990.17128,0.566224419101637,0.165691076334966,0,0,0
